Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
59,Travel_Frequently,212,Research & Development,13,3,Other,1,1250,4,Female,47,1,4,Manufacturing Director,4,Single,4442,10685,3,Y,No,17,3,4,80,1,10,3,3,3,2,1,1,Yes
39,Non-Travel,1177,Human Resources,16,3,Marketing,1,1251,4,Female,78,3,5,Sales Executive,4,Divorced,7517,9004,6,Y,Yes,15,3,2,80,2,5,5,4,4,3,1,2,Yes
22,Non-Travel,908,Human Resources,20,4,Medical,1,1252,2,Female,62,3,2,Research Director,4,Married,2413,14545,0,Y,No,11,3,1,80,0,12,5,4,3,3,0,0,Yes
53,Non-Travel,1258,Research & Development,23,4,Medical,1,1253,3,Male,53,3,1,Laboratory Technician,3,Divorced,4942,7673,5,Y,Yes,22,4,4,80,2,20,4,2,11,1,2,1,No
58,Non-Travel,1132,Sales,29,4,Technical Degree,1,1254,4,Female,63,1,1,Research Director,2,Divorced,6891,16605,1,Y,Yes,11,3,4,80,3,21,4,4,7,1,0,1,No
28,Travel_Frequently,1223,Human Resources,20,2,Technical Degree,1,1255,1,Female,93,3,5,Sales Representative,1,Married,8401,23639,6,Y,No,18,4,1,80,3,9,2,2,2,2,1,2,Yes
31,Travel_Frequently,628,Human Resources,13,4,Other,1,1256,4,Male,93,1,5,Healthcare Representative,2,Divorced,5644,6027,5,Y,No,11,4,3,80,2,3,3,1,1,1,1,1,Yes
38,Non-Travel,476,Research & Development,15,4,Marketing,1,1257,2,Female,86,1,1,Sales Executive,3,Divorced,7681,26007,8,Y,Yes,20,3,1,80,2,20,2,4,17,4,0,0,No
24,Travel_Frequently,204,Research & Development,15,2,Medical,1,1258,1,Male,89,4,4,Research Director,3,Single,2768,6485,3,Y,Yes,21,4,3,80,3,14,0,2,9,1,7,3,Yes
59,Non-Travel,942,Sales,25,5,Human Resources,1,1259,1,Male,55,4,5,Manager,4,Divorced,10290,26003,5,Y,Yes,20,4,4,80,0,12,4,1,5,1,0,1,Yes
44,Travel_Rarely,1452,Research & Development,25,2,Life Sciences,1,1260,3,Female,64,1,1,Laboratory Technician,3,Married,12183,26303,4,Y,Yes,23,4,2,80,1,14,4,2,7,6,1,7,No
44,Non-Travel,939,Sales,2,2,Marketing,1,1261,3,Female,71,4,5,Human Resources,1,Single,2557,25835,8,Y,No,20,3,1,80,2,10,5,1,6,2,0,0,Yes
32,Travel_Frequently,766,Sales,21,4,Technical Degree,1,1262,2,Female,93,3,1,Manufacturing Director,3,Divorced,6213,5505,6,Y,Yes,24,3,4,80,1,4,2,1,1,1,1,0,Yes
60,Travel_Frequently,501,Research & Development,12,4,Other,1,1263,4,Female,40,2,2,Research Scientist,3,Married,13248,7817,1,Y,No,25,3,1,80,0,15,1,2,5,1,2,1,No
48,Travel_Rarely,170,Sales,21,4,Life Sciences,1,1264,1,Female,78,3,4,Research Scientist,3,Divorced,3293,24945,7,Y,Yes,11,3,2,80,0,21,1,4,15,1,0,4,Yes
32,Travel_Frequently,293,Human Resources,2,2,Other,1,1265,1,Male,63,1,4,Research Director,1,Divorced,1985,17835,3,Y,Yes,12,4,4,80,1,9,3,1,1,1,1,1,Yes
51,Travel_Frequently,454,Human Resources,13,2,Human Resources,1,1266,1,Male,76,4,5,Sales Representative,1,Single,9439,10981,4,Y,No,22,3,3,80,1,21,6,1,10,3,2,3,Yes
36,Travel_Frequently,1494,Human Resources,9,3,Other,1,1267,3,Male,30,3,1,Laboratory Technician,4,Married,2722,5706,7,Y,No,17,3,2,80,3,13,4,4,1,1,1,1,Yes
44,Non-Travel,839,Human Resources,23,2,Other,1,1268,2,Male,70,4,1,Human Resources,1,Single,7141,7036,4,Y,Yes,19,3,2,80,1,15,2,4,5,5,2,4,Yes
19,Travel_Rarely,1221,Human Resources,21,1,Human Resources,1,1269,4,Female,70,3,3,Laboratory Technician,1,Married,6748,4937,6,Y,Yes,23,3,2,80,1,7,0,4,1,1,0,1,Yes
53,Non-Travel,691,Human Resources,10,1,Medical,1,1270,3,Male,86,2,1,Manufacturing Director,1,Divorced,2988,18837,3,Y,No,22,4,1,80,2,8,1,1,1,1,1,1,No
56,Travel_Rarely,869,Sales,8,3,Human Resources,1,1271,1,Female,50,1,4,Research Scientist,1,Married,6062,17260,4,Y,Yes,16,3,2,80,2,15,2,3,4,1,3,0,Yes
54,Travel_Rarely,827,Human Resources,26,1,Marketing,1,1272,4,Male,41,4,3,Sales Executive,3,Divorced,3646,13888,2,Y,No,11,4,3,80,0,8,3,1,4,4,3,0,No
36,Non-Travel,1075,Research & Development,24,1,Technical Degree,1,1273,4,Female,61,3,5,Laboratory Technician,3,Divorced,2305,17547,3,Y,No,23,3,2,80,0,16,3,1,3,2,1,3,No
27,Non-Travel,395,Human Resources,10,2,Life Sciences,1,1274,1,Male,70,2,4,Manufacturing Director,3,Single,1847,23389,4,Y,Yes,15,4,1,80,2,7,6,1,3,3,3,2,Yes
30,Travel_Rarely,1385,Research & Development,5,1,Human Resources,1,1275,3,Male,75,1,1,Manufacturing Director,2,Divorced,5230,4533,7,Y,No,13,4,2,80,2,13,3,2,1,1,1,1,Yes
47,Travel_Rarely,733,Human Resources,7,2,Human Resources,1,1276,2,Female,97,4,5,Sales Representative,1,Married,6169,12471,6,Y,No,25,4,1,80,1,19,1,3,8,8,4,2,No
51,Travel_Frequently,617,Sales,26,1,Life Sciences,1,1277,2,Female,54,1,1,Sales Representative,3,Divorced,2575,5435,8,Y,No,13,3,3,80,0,8,5,1,3,1,2,0,No
53,Travel_Rarely,650,Sales,20,3,Life Sciences,1,1278,1,Female,58,1,5,Human Resources,2,Divorced,3039,21170,8,Y,Yes,16,3,2,80,0,14,1,2,9,1,3,5,Yes
58,Non-Travel,683,Human Resources,10,1,Medical,1,1279,3,Female,49,1,5,Human Resources,1,Single,2432,7844,0,Y,No,13,3,4,80,2,15,4,2,3,3,0,0,No
18,Travel_Rarely,228,Research & Development,29,1,Human Resources,1,1280,3,Male,65,1,1,Sales Representative,1,Single,8115,12165,6,Y,No,25,4,1,80,0,12,2,2,7,3,0,4,Yes
30,Travel_Frequently,165,Sales,16,3,Life Sciences,1,1281,3,Female,77,3,3,Human Resources,4,Divorced,1735,18387,9,Y,Yes,17,3,2,80,0,16,4,2,11,5,3,9,Yes
28,Travel_Rarely,1361,Research & Development,25,5,Medical,1,1282,2,Female,69,3,1,Healthcare Representative,3,Single,9669,11247,3,Y,Yes,15,3,3,80,0,24,2,1,10,1,0,7,Yes
22,Travel_Rarely,1422,Sales,26,4,Life Sciences,1,1283,4,Male,79,4,5,Sales Representative,4,Divorced,6056,10136,7,Y,No,13,4,2,80,2,6,5,1,2,2,0,0,No
27,Non-Travel,120,Research & Development,22,1,Marketing,1,1284,3,Female,51,1,4,Research Scientist,2,Divorced,10306,10852,7,Y,No,19,3,4,80,1,4,3,2,4,1,3,3,No
47,Travel_Frequently,456,Sales,11,1,Technical Degree,1,1285,3,Male,85,1,5,Laboratory Technician,1,Married,7635,4768,1,Y,No,24,3,1,80,2,6,3,1,2,2,2,1,No
32,Travel_Rarely,156,Sales,10,5,Other,1,1286,3,Male,85,3,4,Healthcare Representative,4,Divorced,8458,7556,4,Y,Yes,15,3,2,80,0,15,1,3,1,1,1,1,Yes
43,Travel_Rarely,255,Human Resources,5,5,Other,1,1287,1,Female,31,1,3,Healthcare Representative,4,Divorced,3930,24670,0,Y,Yes,21,4,2,80,2,11,3,1,1,1,0,1,No
58,Travel_Rarely,138,Research & Development,25,1,Technical Degree,1,1288,1,Female,89,4,5,Research Director,2,Married,9272,18241,1,Y,No,23,4,4,80,0,14,6,1,5,4,3,1,Yes
49,Non-Travel,890,Research & Development,7,1,Medical,1,1289,3,Female,66,3,5,Human Resources,2,Divorced,5633,24293,1,Y,Yes,13,3,3,80,2,7,6,1,2,2,1,1,No
57,Travel_Rarely,197,Research & Development,2,4,Other,1,1290,3,Male,67,3,4,Manager,2,Single,4623,2260,7,Y,Yes,16,4,3,80,3,38,3,1,25,1,0,6,No
33,Travel_Rarely,158,Sales,2,2,Other,1,1291,3,Female,55,4,2,Sales Executive,2,Divorced,2585,7659,1,Y,No,12,4,1,80,2,14,6,1,9,2,4,0,No
54,Non-Travel,550,Sales,23,4,Human Resources,1,1292,3,Male,79,4,3,Sales Representative,3,Married,7813,20759,8,Y,No,16,3,1,80,3,19,3,1,8,4,0,5,No
52,Non-Travel,785,Human Resources,17,4,Life Sciences,1,1293,1,Female,55,1,3,Human Resources,2,Single,5915,9075,7,Y,Yes,16,3,3,80,2,5,0,3,3,2,3,1,No
54,Non-Travel,101,Human Resources,22,2,Technical Degree,1,1294,4,Female,46,4,2,Sales Executive,3,Single,9262,13776,6,Y,Yes,14,3,2,80,3,11,4,1,1,1,1,0,Yes
50,Travel_Rarely,370,Sales,16,4,Medical,1,1295,4,Male,92,1,4,Human Resources,1,Married,5992,5724,3,Y,Yes,17,4,4,80,3,18,5,2,4,3,2,0,Yes
26,Travel_Frequently,720,Sales,15,5,Technical Degree,1,1296,1,Male,78,1,4,Sales Representative,4,Married,4092,18788,6,Y,Yes,20,4,4,80,3,11,2,2,3,1,0,3,Yes
35,Non-Travel,519,Human Resources,29,4,Life Sciences,1,1297,4,Female,74,4,5,Manufacturing Director,3,Married,3257,20833,8,Y,No,24,3,1,80,3,7,5,1,4,1,0,1,No
54,Non-Travel,1466,Sales,8,5,Other,1,1298,1,Female,37,1,1,Sales Executive,3,Single,4264,4468,8,Y,No,15,4,4,80,0,5,3,2,3,2,3,3,No
52,Travel_Rarely,1167,Human Resources,6,4,Technical Degree,1,1299,1,Female,91,2,5,Human Resources,3,Single,6289,11989,0,Y,No,14,3,4,80,1,16,5,2,4,2,0,0,Yes
58,Travel_Frequently,1225,Research & Development,18,1,Marketing,1,1300,1,Male,75,3,5,Manager,1,Single,4844,12710,9,Y,No,11,3,1,80,0,12,6,4,4,3,4,4,No
37,Travel_Frequently,1272,Sales,13,5,Life Sciences,1,1301,1,Male,62,2,1,Sales Representative,3,Married,2556,22311,4,Y,No,20,4,2,80,2,9,0,3,4,1,0,4,Yes
47,Travel_Rarely,1474,Human Resources,1,3,Technical Degree,1,1302,4,Male,48,2,1,Human Resources,4,Married,9965,7906,3,Y,Yes,15,3,2,80,1,9,4,1,4,3,0,0,Yes
46,Travel_Rarely,1021,Human Resources,4,3,Technical Degree,1,1303,3,Female,76,2,4,Healthcare Representative,4,Married,8108,12470,9,Y,No,23,4,4,80,3,2,2,4,1,1,0,1,No
29,Travel_Frequently,545,Sales,29,4,Life Sciences,1,1304,2,Female,60,3,1,Human Resources,4,Divorced,4699,9120,3,Y,No,14,4,1,80,1,14,2,2,1,1,0,1,Yes
36,Travel_Rarely,1075,Research & Development,6,5,Marketing,1,1305,1,Male,89,2,5,Sales Representative,3,Single,3547,17895,4,Y,Yes,23,4,4,80,2,7,3,2,5,2,5,2,Yes
22,Travel_Frequently,692,Sales,14,4,Other,1,1306,3,Female,81,4,2,Sales Representative,2,Single,5376,24764,4,Y,Yes,21,4,2,80,1,8,0,1,1,1,0,1,Yes
31,Travel_Rarely,1160,Research & Development,20,4,Technical Degree,1,1307,1,Female,32,1,3,Healthcare Representative,2,Divorced,1890,14596,3,Y,No,11,3,2,80,2,10,6,4,3,1,2,3,No
49,Travel_Frequently,203,Human Resources,12,5,Technical Degree,1,1308,1,Female,72,3,5,Laboratory Technician,3,Single,2928,12836,2,Y,Yes,15,3,3,80,2,3,0,4,3,2,2,3,No
59,Travel_Rarely,347,Sales,24,2,Marketing,1,1309,4,Male,45,3,4,Laboratory Technician,1,Divorced,1015,10432,4,Y,Yes,17,4,3,80,0,12,2,3,2,2,0,0,Yes
18,Non-Travel,1450,Research & Development,5,5,Other,1,1310,1,Male,93,3,1,Sales Representative,1,Married,6307,22346,2,Y,No,20,3,2,80,2,9,2,3,6,6,0,3,Yes
32,Travel_Frequently,1324,Research & Development,5,3,Medical,1,1311,4,Male,58,2,4,Research Scientist,1,Divorced,6989,9934,5,Y,Yes,23,3,4,80,0,15,6,2,3,3,2,0,Yes
37,Non-Travel,259,Sales,24,1,Medical,1,1312,1,Female,99,1,1,Healthcare Representative,2,Single,4371,17441,5,Y,No,20,4,1,80,1,8,1,2,1,1,1,0,No
56,Non-Travel,1308,Sales,18,1,Medical,1,1313,4,Male,88,3,5,Human Resources,2,Divorced,3952,9570,9,Y,Yes,23,3,2,80,1,9,5,1,9,3,0,9,Yes
29,Travel_Rarely,113,Sales,12,1,Marketing,1,1314,3,Male,89,3,1,Sales Representative,3,Single,5713,6716,7,Y,No,17,3,3,80,2,14,1,4,8,6,2,0,Yes
45,Travel_Rarely,1334,Sales,29,2,Technical Degree,1,1315,1,Female,86,4,3,Research Scientist,2,Divorced,4344,15170,2,Y,No,14,4,4,80,0,16,6,4,5,3,5,3,No
54,Travel_Frequently,861,Sales,18,2,Technical Degree,1,1316,1,Female,52,3,1,Manufacturing Director,4,Single,2252,11350,8,Y,No,20,3,2,80,1,7,0,3,3,3,1,3,No
58,Travel_Frequently,1193,Research & Development,26,5,Marketing,1,1317,3,Female,44,1,5,Research Scientist,4,Married,4702,25423,1,Y,No,23,3,3,80,3,8,1,1,8,2,2,0,Yes
57,Travel_Rarely,1053,Sales,28,4,Life Sciences,1,1318,1,Male,88,3,4,Laboratory Technician,2,Divorced,9129,19881,8,Y,No,20,4,2,80,0,2,4,1,2,2,2,1,Yes
32,Non-Travel,1002,Research & Development,29,4,Life Sciences,1,1319,3,Female,77,2,3,Healthcare Representative,1,Single,7010,9661,6,Y,No,12,3,3,80,1,12,4,4,6,1,0,0,No
32,Travel_Frequently,154,Research & Development,4,3,Life Sciences,1,1320,2,Male,46,2,4,Manager,1,Divorced,2898,21290,0,Y,Yes,21,4,1,80,2,11,0,2,8,1,1,1,Yes
27,Travel_Frequently,544,Sales,26,4,Other,1,1321,4,Female,58,4,3,Manager,3,Divorced,3712,13694,6,Y,No,24,3,2,80,2,11,2,4,9,4,1,2,Yes
59,Non-Travel,271,Research & Development,16,2,Technical Degree,1,1322,3,Male,79,1,2,Manufacturing Director,2,Single,2266,24453,0,Y,Yes,16,3,2,80,3,9,5,2,2,2,2,2,Yes
26,Travel_Rarely,984,Human Resources,23,2,Human Resources,1,1323,2,Male,59,3,3,Research Scientist,2,Single,2691,22994,1,Y,No,12,3,3,80,2,3,1,4,1,1,1,1,No
35,Non-Travel,834,Sales,25,2,Marketing,1,1324,2,Female,34,2,2,Human Resources,4,Divorced,5459,12691,7,Y,No,23,4,1,80,0,9,0,4,1,1,1,1,No
45,Non-Travel,126,Sales,19,5,Medical,1,1325,2,Male,66,1,5,Human Resources,3,Single,2810,24151,5,Y,Yes,23,3,1,80,1,10,0,1,1,1,1,1,Yes
27,Non-Travel,279,Human Resources,29,2,Marketing,1,1326,3,Female,51,1,1,Healthcare Representative,3,Married,6078,19305,4,Y,Yes,19,4,2,80,3,1,1,1,1,1,0,0,No
30,Travel_Frequently,1395,Sales,12,1,Human Resources,1,1327,1,Male,59,3,1,Research Director,3,Single,2291,9099,7,Y,No,16,3,2,80,0,8,5,1,2,1,0,0,No
39,Travel_Rarely,1128,Sales,29,4,Human Resources,1,1328,3,Male,52,2,4,Healthcare Representative,1,Divorced,2294,10096,0,Y,Yes,19,3,3,80,1,6,4,1,3,3,0,1,No
45,Non-Travel,1399,Research & Development,13,2,Human Resources,1,1329,4,Male,76,3,3,Research Director,3,Single,2389,13725,6,Y,No,24,4,3,80,0,11,6,4,6,4,4,6,No
37,Travel_Frequently,1018,Research & Development,18,1,Technical Degree,1,1330,2,Female,81,4,3,Human Resources,1,Single,9270,2272,2,Y,Yes,23,3,1,80,0,11,0,1,2,2,0,0,Yes
29,Non-Travel,338,Human Resources,28,5,Other,1,1331,3,Male,59,2,1,Manufacturing Director,3,Divorced,4760,18200,8,Y,No,11,4,3,80,3,14,1,1,3,2,3,3,No
30,Travel_Frequently,807,Human Resources,28,4,Marketing,1,1332,4,Male,64,2,3,Human Resources,1,Married,4592,7177,5,Y,No,15,3,2,80,1,12,3,2,4,1,2,4,No
47,Travel_Rarely,166,Sales,23,2,Human Resources,1,1333,1,Male,34,4,3,Manufacturing Director,2,Married,2857,26318,5,Y,Yes,22,4,2,80,2,12,6,3,1,1,1,1,Yes
26,Travel_Frequently,202,Research & Development,11,4,Life Sciences,1,1334,2,Male,74,2,5,Laboratory Technician,3,Single,4901,19105,0,Y,Yes,22,3,2,80,3,8,0,4,4,1,1,2,Yes
30,Travel_Frequently,847,Research & Development,17,3,Life Sciences,1,1335,2,Female,53,2,5,Manager,2,Divorced,3289,22388,5,Y,Yes,12,3,4,80,0,14,6,2,10,2,0,7,Yes
20,Travel_Frequently,176,Human Resources,10,1,Life Sciences,1,1336,1,Male,78,2,2,Healthcare Representative,1,Married,1984,25218,1,Y,Yes,24,3,1,80,0,10,1,1,2,2,2,2,Yes
42,Travel_Frequently,1465,Research & Development,1,1,Life Sciences,1,1337,2,Male,77,1,5,Laboratory Technician,2,Divorced,4030,25486,7,Y,No,23,4,2,80,2,15,4,1,3,2,3,1,No
49,Travel_Rarely,936,Research & Development,24,2,Technical Degree,1,1338,2,Male,62,3,4,Human Resources,1,Married,5428,9293,0,Y,No,25,4,2,80,3,7,3,3,1,1,1,1,Yes
38,Travel_Rarely,870,Human Resources,5,5,Technical Degree,1,1339,3,Male,66,1,4,Sales Representative,4,Divorced,4096,3982,6,Y,No,11,4,2,80,1,12,5,3,2,2,1,1,No
46,Travel_Frequently,517,Research & Development,28,1,Medical,1,1340,4,Female,59,1,1,Research Scientist,1,Single,3955,25633,5,Y,Yes,17,3,2,80,1,10,1,4,8,1,0,1,Yes
57,Non-Travel,1037,Research & Development,1,4,Marketing,1,1341,1,Male,92,1,1,Laboratory Technician,1,Married,2535,19587,2,Y,Yes,18,3,1,80,0,19,1,3,14,2,2,0,No
59,Travel_Rarely,103,Research & Development,10,3,Medical,1,1342,3,Male,69,3,1,Manufacturing Director,4,Married,5971,5275,0,Y,Yes,17,3,4,80,3,14,5,1,8,1,0,4,No
32,Travel_Rarely,1213,Human Resources,9,1,Other,1,1343,3,Male,54,4,4,Sales Representative,2,Divorced,4462,17573,2,Y,Yes,13,3,1,80,0,14,5,3,4,1,0,3,No
25,Travel_Rarely,511,Research & Development,14,3,Life Sciences,1,1344,4,Male,84,2,5,Sales Representative,2,Divorced,4716,20321,6,Y,Yes,15,4,1,80,0,16,2,4,5,3,0,4,Yes
24,Travel_Rarely,364,Sales,23,4,Other,1,1345,1,Male,41,2,3,Healthcare Representative,2,Single,4245,13191,9,Y,Yes,20,3,1,80,0,11,2,4,9,1,1,6,Yes
47,Travel_Rarely,1290,Research & Development,2,3,Medical,1,1346,1,Female,79,1,1,Research Scientist,3,Divorced,3919,16047,0,Y,No,16,4,1,80,0,17,5,4,6,1,1,5,No
49,Travel_Frequently,487,Research & Development,9,3,Medical,1,1347,1,Male,72,2,1,Manager,3,Single,5297,21852,8,Y,No,23,3,4,80,0,11,3,3,4,3,1,0,No
40,Travel_Rarely,1244,Sales,6,3,Life Sciences,1,1348,2,Female,32,2,5,Sales Executive,1,Single,6623,17613,3,Y,No,22,4,4,80,1,8,3,2,3,3,0,0,Yes
38,Travel_Rarely,878,Sales,24,4,Technical Degree,1,1349,3,Female,60,1,5,Sales Executive,4,Single,4799,20492,2,Y,No,12,4,3,80,2,16,6,3,4,1,1,2,No
51,Non-Travel,1243,Sales,10,3,Other,1,1350,2,Male,59,1,2,Sales Representative,4,Married,8947,9473,2,Y,Yes,25,3,2,80,3,7,2,2,1,1,1,1,No
43,Travel_Frequently,124,Sales,2,4,Marketing,1,1351,3,Male,66,3,1,Research Scientist,4,Divorced,6035,23826,0,Y,No,20,4,4,80,2,23,4,1,15,4,0,0,Yes
47,Non-Travel,1160,Sales,12,1,Medical,1,1352,1,Male,40,2,3,Sales Executive,4,Married,9954,21030,3,Y,No,21,3,2,80,2,5,6,1,1,1,1,0,No
20,Travel_Rarely,1384,Human Resources,13,2,Other,1,1353,1,Female,34,3,1,Sales Representative,2,Divorced,2396,25605,7,Y,No,14,3,3,80,3,1,2,2,1,1,0,1,Yes
27,Travel_Frequently,1382,Sales,28,3,Other,1,1354,2,Female,65,4,2,Healthcare Representative,2,Married,5593,25525,2,Y,Yes,15,3,3,80,1,17,2,1,3,3,0,2,Yes
55,Travel_Frequently,1187,Sales,16,4,Medical,1,1355,1,Female,64,1,5,Laboratory Technician,3,Married,10247,4903,8,Y,No,17,3,4,80,3,2,2,1,2,2,0,1,No
18,Non-Travel,371,Sales,5,2,Marketing,1,1356,4,Male,56,3,1,Sales Representative,2,Single,6130,16911,0,Y,No,19,3,1,80,1,20,5,4,6,1,1,2,No
35,Travel_Frequently,814,Sales,22,3,Marketing,1,1357,4,Female,68,4,1,Sales Representative,3,Married,2735,25241,3,Y,No,16,3,4,80,1,8,6,1,2,1,1,2,No
46,Travel_Rarely,200,Research & Development,2,1,Other,1,1358,1,Male,61,2,3,Manager,3,Married,3800,25990,5,Y,No,17,4,1,80,0,3,1,1,2,1,1,0,No
27,Travel_Frequently,360,Human Resources,25,1,Human Resources,1,1359,4,Male,51,1,3,Human Resources,3,Married,3986,18915,4,Y,Yes,17,4,4,80,2,16,6,2,2,1,2,2,No
26,Non-Travel,1072,Research & Development,18,1,Other,1,1360,4,Male,38,2,5,Human Resources,2,Divorced,9989,6287,5,Y,Yes,25,3,3,80,0,16,3,4,5,3,3,0,Yes
44,Travel_Rarely,1197,Sales,28,3,Marketing,1,1361,3,Female,50,2,2,Manufacturing Director,4,Single,7942,26053,3,Y,Yes,25,3,4,80,3,13,3,4,10,2,0,4,Yes
36,Travel_Rarely,1007,Research & Development,6,3,Marketing,1,1362,1,Female,50,4,4,Manager,3,Single,4065,19821,3,Y,No,12,3,4,80,0,12,0,3,1,1,1,1,Yes
57,Non-Travel,1278,Sales,7,3,Medical,1,1363,4,Male,66,1,3,Sales Executive,1,Divorced,2953,4535,4,Y,Yes,23,4,1,80,2,13,2,2,7,2,0,3,Yes
42,Travel_Frequently,1434,Sales,22,1,Life Sciences,1,1364,3,Male,97,1,5,Sales Representative,2,Divorced,2843,6309,4,Y,Yes,19,3,1,80,3,12,1,3,4,4,0,4,Yes
33,Travel_Rarely,523,Human Resources,22,2,Medical,1,1365,1,Female,76,2,5,Laboratory Technician,4,Single,4167,24369,5,Y,Yes,12,4,1,80,2,17,1,1,7,2,1,2,Yes
40,Travel_Rarely,152,Sales,11,1,Medical,1,1366,4,Female,65,4,3,Sales Representative,4,Divorced,4414,2397,5,Y,Yes,13,3,1,80,0,9,5,1,4,2,1,3,No
51,Travel_Frequently,956,Human Resources,18,2,Technical Degree,1,1367,2,Female,96,4,3,Healthcare Representative,1,Married,3445,6112,5,Y,Yes,21,3,1,80,1,18,1,3,5,3,4,3,Yes
30,Non-Travel,353,Sales,24,3,Life Sciences,1,1368,4,Male,83,2,5,Sales Executive,3,Divorced,5611,8240,6,Y,Yes,12,3,1,80,3,14,6,4,5,1,2,2,Yes
37,Non-Travel,1165,Research & Development,11,5,Other,1,1369,2,Female,38,4,5,Research Director,2,Divorced,11810,22708,5,Y,No,14,3,4,80,0,19,6,3,8,1,0,1,No
48,Travel_Frequently,408,Research & Development,25,2,Life Sciences,1,1370,1,Female,39,4,2,Laboratory Technician,2,Single,4301,5047,4,Y,Yes,15,3,3,80,1,16,2,4,4,2,0,3,Yes
32,Travel_Frequently,1247,Sales,25,2,Medical,1,1371,1,Male,69,3,2,Manufacturing Director,1,Divorced,4376,7108,1,Y,No,20,4,1,80,2,9,0,1,2,2,0,1,Yes
59,Travel_Frequently,1020,Human Resources,29,3,Medical,1,1372,2,Male,88,1,2,Sales Representative,2,Married,3041,15021,1,Y,No,15,4,1,80,3,19,0,2,9,1,0,7,Yes
21,Travel_Rarely,541,Sales,5,5,Marketing,1,1373,3,Female,79,4,3,Research Scientist,3,Single,3610,16089,0,Y,Yes,23,3,2,80,3,8,4,3,5,3,0,0,Yes
29,Travel_Rarely,472,Human Resources,26,1,Medical,1,1374,2,Male,70,4,3,Research Scientist,3,Married,7505,25903,2,Y,Yes,14,4,1,80,3,7,5,4,2,1,1,2,No
30,Travel_Rarely,1253,Human Resources,15,3,Marketing,1,1375,1,Male,86,4,3,Sales Executive,3,Divorced,3399,10325,5,Y,Yes,13,4,3,80,2,16,3,2,4,2,0,1,No
57,Travel_Rarely,198,Research & Development,22,1,Marketing,1,1376,1,Male,89,1,5,Sales Executive,4,Married,3036,11300,6,Y,Yes,17,4,3,80,3,33,2,1,24,3,0,3,No
42,Non-Travel,321,Research & Development,18,2,Medical,1,1377,4,Female,87,3,3,Sales Representative,2,Married,4485,18343,3,Y,No,13,3,1,80,3,13,1,1,8,4,0,2,No
32,Travel_Frequently,1214,Human Resources,19,2,Technical Degree,1,1378,4,Male,75,2,5,Research Scientist,4,Divorced,9263,21656,6,Y,Yes,16,3,1,80,1,11,5,4,4,1,0,3,Yes
28,Non-Travel,665,Research & Development,2,2,Life Sciences,1,1379,2,Female,41,4,2,Research Director,1,Single,3144,13087,8,Y,Yes,25,4,4,80,3,7,2,1,2,2,1,2,Yes
19,Non-Travel,467,Sales,15,3,Medical,1,1380,4,Male,76,4,3,Research Scientist,4,Divorced,4674,20396,6,Y,Yes,22,3,4,80,0,1,4,2,1,1,1,1,No
38,Non-Travel,1096,Sales,24,4,Other,1,1381,2,Female,44,4,3,Human Resources,4,Married,5088,7427,6,Y,Yes,15,4,3,80,3,7,2,3,5,3,2,3,Yes
29,Travel_Rarely,1088,Research & Development,5,4,Other,1,1382,1,Female,68,2,4,Sales Representative,2,Single,3294,6929,8,Y,Yes,11,4,2,80,2,21,3,1,15,2,0,4,No
59,Travel_Rarely,973,Human Resources,6,5,Human Resources,1,1383,4,Female,67,4,5,Research Scientist,3,Single,4976,3921,5,Y,Yes,14,3,3,80,0,3,1,3,3,1,0,2,Yes
32,Travel_Rarely,608,Research & Development,27,5,Technical Degree,1,1384,3,Male,76,3,3,Human Resources,2,Married,8896,4822,4,Y,No,12,4,4,80,3,13,3,1,1,1,0,0,Yes
27,Travel_Rarely,1197,Research & Development,21,1,Marketing,1,1385,3,Female,63,1,1,Laboratory Technician,1,Married,9785,2895,9,Y,Yes,18,3,1,80,1,15,0,4,5,2,0,3,Yes
20,Travel_Frequently,854,Human Resources,19,1,Technical Degree,1,1386,2,Female,46,2,5,Research Director,2,Married,4873,21698,6,Y,Yes,12,3,3,80,3,6,0,4,1,1,1,1,No
53,Travel_Rarely,232,Human Resources,24,2,Marketing,1,1387,4,Female,62,2,2,Research Director,2,Married,6507,2933,0,Y,No,21,3,2,80,2,1,3,1,1,1,1,1,No
36,Travel_Frequently,1485,Human Resources,25,1,Marketing,1,1388,4,Female,66,4,4,Laboratory Technician,4,Married,4380,6138,8,Y,Yes,24,3,1,80,3,14,1,3,3,3,0,3,No
38,Travel_Frequently,400,Human Resources,27,4,Other,1,1389,2,Male,43,1,2,Research Director,2,Divorced,6243,16907,9,Y,Yes,20,3,3,80,2,7,2,3,3,1,0,0,No
31,Travel_Rarely,1396,Sales,17,4,Medical,1,1390,3,Male,44,1,1,Human Resources,2,Married,2552,14107,0,Y,No,25,3,3,80,3,18,2,2,13,2,1,3,Yes
